virus_family	virus_genus	virus_name	virus_species	virus_acronym	virus_acronym_update	new_virus	host_species	host_subfamily	host_tribu	host_genus	life_form	dataset	tissue	country	source
Tymoviridae	Tymo-like 1	Epidendrum puniceoluteum-associated tymo-like virus	not_found	EpaTLV	EpaTLV	new_species	Epidendrum puniceoluteum	Higher Epidendroideae	Epidendreae	Epidendrum	Terrestrial	SRR13069831	root	Brazil	SRA
Tymoviridae	Tymo-like 1	Epidendrum puniceoluteum-associated tymo-like virus	not_found	EpaTLV	EpaTLV	new_species	Epidendrum puniceoluteum	Higher Epidendroideae	Epidendreae	Epidendrum	Terrestrial	SRR13069833	root	Brazil	SRA
Tymoviridae	Tymo-like 1	Epidendrum puniceoluteum-associated tymo-like virus	not_found	EpaTLV	EpaTLV	new_species	Epidendrum puniceoluteum	Higher Epidendroideae	Epidendreae	Epidendrum	Terrestrial	SRR13069835	root	Brazil	SRA
Tymoviridae	Tymo-like 1	Epidendrum puniceoluteum-associated tymo-like virus	not_found	EpaTLV	EpaTLV	new_species	Epidendrum puniceoluteum	Higher Epidendroideae	Epidendreae	Epidendrum	Terrestrial	SRR13069853	not_found	not_found	SRA
Endornaviridae	Alphaendornavirus	Epipactis purpurata-associated alphendornavirus 1	not_found	EpEDV1	EpEDV1	new_species	Epipactis purpurata	Higher Epidendroideae	Neottieae	Epipactis	Terrestial	SRR7030606	leaf	France	SRA
Endornaviridae	Alphaendornavirus	Epipactis purpurata-associated alphendornavirus 1	not_found	EpEDV1	EpEDV1	new_species	Epipactis purpurata	Higher Epidendroideae	Neottieae	Epipactis	Terrestial	SRR7030609	leaf	France	SRA
Endornaviridae	Alphaendornavirus	Epipactis purpurata-associated alphendornavirus 2	not_found	EpEDV2	EpEDV2	new_species	Epipactis purpurata	Higher Epidendroideae	Neottieae	Epipactis	Terrestial	SRR7030609	leaf	France	SRA
Partitiviridae	Deltapartitivirus			EpidDPV1	EpidDPV1	new_species	Epidendrum fulgens x Epidendrum puniceoluteum	Higher Epidendroideae	Epidendreae	Epidendrum	Terrestrial	SRR13069835	root	Brazil	SRA
Partitiviridae	Deltapartitivirus			EpipDPV1	EpipDPV1	new_species	Epipactis helleborine	Higher Epidendroideae	Neottieae	Epipactis	Terrestial	SRR7030597	leaf	France	SRA
Partitiviridae	Deltapartitivirus			EpipDPV2	EpipDPV2	new_species	Epipactis purpurata	Higher Epidendroideae	Neottieae	Epipactis	Terrestial	SRR7030605	leaf	France	SRA
Partitiviridae	Deltapartitivirus			EpipDPV2	EpipDPV2	new_species	Epipactis helleborine	Higher Epidendroideae	Neottieae	Epipactis	Terrestial	SRR7030607	leaf	Luxembourg	SRA
Partitiviridae	Deltapartitivirus			EpipDPV2	EpipDPV2	new_species	Epipactis purpurata	Higher Epidendroideae	Neottieae	Epipactis	Terrestial	SRR7030609	leaf	France	SRA
Partitiviridae	Deltapartitivirus			EpipDPV3	EpipDPV3	new_species	Epipactis purpurata	Higher Epidendroideae	Neottieae	Epipactis	Terrestial	SRR7030609	leaf	France	SRA
Partitiviridae	Deltapartitivirus			EpipDPV4	EpipDPV4	new_species	Epipactis purpurata	Higher Epidendroideae	Neottieae	Epipactis	Terrestial	SRR7030605	leaf	France	SRA
Partitiviridae	Deltapartitivirus			EpipDPV4	EpipDPV4	new_species	Epipactis purpurata	Higher Epidendroideae	Neottieae	Epipactis	Terrestial	SRR7030609	leaf	France	SRA
Partitiviridae	Deltapartitivirus			EpipDPV5	EpipDPV5	new_species	Epipactis helleborine	Higher Epidendroideae	Neottieae	Epipactis	Terrestial	SRR7030601	leaf	France	SRA
Partitiviridae	Deltapartitivirus			EpipDPV5	EpipDPV5	new_species	Epipactis helleborine	Higher Epidendroideae	Neottieae	Epipactis	Terrestial	SRR7030602	leaf	France	SRA
Partitiviridae	Deltapartitivirus			EpipDPV5	EpipDPV5	new_species	Epipactis helleborine	Higher Epidendroideae	Neottieae	Epipactis	Terrestial	SRR7030607	leaf	Luxembourg	SRA
Partitiviridae	Deltapartitivirus			EpipDPV5	EpipDPV5	new_species	Epipactis purpurata	Higher Epidendroideae	Neottieae	Epipactis	Terrestial	SRR7030609	leaf	France	SRA
Rhabdoviridae	gammacytorhabdovirus	Epipactis gammacytorhabdovirus 1	not_found	EpipGCV1	EpipGCV1	known_virus	Epipactis atrorubens	Higher Epidendroideae	Neottieae	Epipactis	Terrestial	SRR27827662	root	Poland	SRA
Amalgaviridae	Amalgavirus	Epipogium roseum amalgavirus 1	Epipogium roseum amalgavirus 1	ErAV1	ErAV1	known_virus	Epipogium roseum	Higher Epidendroideae	Epipogieae	Epipogium	Terrestial	BK062286	not_found	not_found	NCBI
Partitiviridae	Deltapartitivirus			ErycDPV1	ErycDPV1	new_species	Erycina crista-galli	Higher Epidendroideae	Cymbidieae	Erycina	Epiphyte	SRR7649989	leaf	Panama	SRA
Partitiviridae	Deltapartitivirus			ErycDPV1	ErycDPV1	new_species	Erycina crista-galli	Higher Epidendroideae	Cymbidieae	Erycina	Epiphyte	SRR7649993	leaf	Panama	SRA
Partitiviridae	Deltapartitivirus			ErycDPV1	ErycDPV1	new_species	Erycina crista-galli	Higher Epidendroideae	Cymbidieae	Erycina	Epiphyte	SRR7649993	leaf	Panama	SRA
Partitiviridae	Deltapartitivirus			ErycDPV1	ErycDPV1	new_species	Erycina crista-galli	Higher Epidendroideae	Cymbidieae	Erycina	Epiphyte	SRR7649997	leaf	Panama	SRA
Partitiviridae	Deltapartitivirus			ErycDPV1	ErycDPV1	new_species	Erycina crista-galli	Higher Epidendroideae	Cymbidieae	Erycina	Epiphyte	SRR7649997	leaf	Panama	SRA
Partitiviridae	Deltapartitivirus			ErycDPV1	ErycDPV1	new_species	Erycina crista-galli	Higher Epidendroideae	Cymbidieae	Erycina	Epiphyte	SRR7650031	leaf	Panama	SRA
Partitiviridae	Deltapartitivirus			ErycDPV1	ErycDPV1	new_species	Erycina crista-galli	Higher Epidendroideae	Cymbidieae	Erycina	Epiphyte	SRR7650031	leaf	Panama	SRA
Partitiviridae	Deltapartitivirus			ErycDPV2	ErycDPV2	new_species	Erycina pusilla	Higher Epidendroideae	Cymbidieae	Erycina	Epiphyte	SRR1913867	leaf	Taiwan	SRA
Partitiviridae	Deltapartitivirus			ErycDPV2	ErycDPV2	new_species	Erycina pusilla	Higher Epidendroideae	Cymbidieae	Erycina	Epiphyte	SRR4696539	flower	Taiwan	SRA
Partitiviridae	Deltapartitivirus			ErycDPV2	ErycDPV2	new_species	Erycina pusilla	Higher Epidendroideae	Cymbidieae	Erycina	Epiphyte	SRR4996610	protocorm	Taiwan	SRA
Partitiviridae	Deltapartitivirus			ErycDPV2	ErycDPV2	new_species	Erycina pusilla	Higher Epidendroideae	Cymbidieae	Erycina	Epiphyte	SRR5012150	fruit	Taiwan	SRA
Partitiviridae	Deltapartitivirus			ErycDPV2	ErycDPV2	new_species	Erycina pusilla	Higher Epidendroideae	Cymbidieae	Erycina	Epiphyte	SRR5012152	pedicel	Taiwan	SRA
Potyviridae	Potyvirus	Freesia mosaic virus	Potyvirus freesiae	FreMV	FreMV	known_virus	Spiranthes cernua	Orchidoideae	Cranichideae	Spiranthes	Terrestrial	AY685219	not_found	not_found	NCBI
Partitiviridae	Deltapartitivirus			GalDPV1	GalDPV1	new_species	Galeola faberi	Higher Epidendroideae	Vanilleae	Galeola	Terrestrial	SRR5722169	flower	China	SRA
Aspiviridae	Ophiovirus	Gymnadenia ophiovirus_den	not_found	GaOV1	GymOV_den	known_virus	Gymnadenia x densiflora	Higher Epidendroideae	Orchideae	Gymnadenia	Terrestial	SRR8175718	flower	Switzerland	SRA
Aspiviridae	Ophiovirus	Gymnadenia ophiovirus_odo	not_found	GaOV1	GymOV_odo	known_virus	Gymnadenia odoratissima	Higher Epidendroideae	Orchideae	Gymnadenia	Terrestrial	SRR8175672	flower	Switzerland	SRA
Betaflexiviridae	Divavirus-like	Gymnadenia betaflexivirus 1	not_found	GBFV1	GBFV1	known_virus	Gymnadenia rhellicani	Higher Epidendroideae	Orchideae	Gymnadenia	Terrestial	MW328732	not_found	not_found	NCBI
Betaflexiviridae	Divavirus-like	Gymnadenia_betaflexivirus_1	not_found	GBFV1	GBFV1	known_virus	Gymnadenia rhellicani	Higher Epidendroideae	Orchideae	Gymnadenia	Terrestial	SRR8175674	flower	Switzerland	SRA
Tospoviridae	Orthotospovirus	Groundnut bud necrosis virus	Orthotospovirus arachinecrosis	GBNV	GBNV	known_virus	Phalaenopsis amabilis	Higher Epidendroideae	Vandeae	Phalaenopsis	Epiphyte	KY794416	not_found	India	NCBI
Tospoviridae	Orthotospovirus	Orthotospovirus arachinecrosis	Orthotospovirus arachinecrosis	GBNV	GBNV	known_virus	Phaius	Higher Epidendroideae	Arethuseae	Phaius	Terrestrial	MT770922	leaf	India	NCBI
Tospoviridae	Orthotospovirus	Orthotospovirus arachinecrosis	Orthotospovirus arachinecrosis	GBNV	GBNV	known_virus	Phalaenopsis pulcherrima	Higher Epidendroideae	Vandeae	Phalaenopsis	Epiphyte	MT219977	leaf	India	NCBI
Virgaviridae	Tobravirus	Gatrodia elata associated tobravirus	not_found	GEaTBV1	GEaTBV1	new_species	Gastrodia elata	Higher Epidendroideae	Gastrodieae	Gastrodia	Terrestrial	SRR13334631	stem	China	SRA
Virgaviridae	Tobravirus	Gatrodia elata associated tobravirus	not_found	GEaTBV1	GEaTBV1	new_species	Gastrodia elata	Higher Epidendroideae	Gastrodieae	Gastrodia	Terrestrial	SRR13334637	flower	China	SRA
Secoviridae	Fabavirus	Grapevine fabavirus	Fabavirus vitis	GFabV	GFabV	known_virus	Paphiopedilum concolor x Paphiopedilum hirsutissimum	Higher Epidendroideae	Cypripedium	Paphiopedilum	Terrestial	SRR15793048	leaf	China	SRA
Secoviridae	Fabavirus	Grapevine fabavirus	Fabavirus vitis	GFabV	GFabV	known_virus	Paphiopedilum concolor x Paphiopedilum hirsutissimum	Higher Epidendroideae	Cypripedium	Paphiopedilum	Terrestial	SRR15793056	leaf	China	SRA
Secoviridae	Fabavirus	Grapevine fabavirus	Fabavirus vitis	GFabV	GFabV	known_virus	Paphiopedilum concolor x Paphiopedilum hirsutissimum	Higher Epidendroideae	Cypripedium	Paphiopedilum	Terrestial	SRR15793081	leaf	China	SRA
Secoviridae	Fabavirus	Grapevine fabavirus	Fabavirus vitis	GFabV	GFabV	known_virus	Paphiopedilum concolor x Paphiopedilum hirsutissimum	Higher Epidendroideae	Cypripedium	Paphiopedilum	Terrestial	SRR15801649	leaf	China	SRA
Partitiviridae	Deltapartitivirus			GlossDPV1	GlossDPV1	new_species	Glossodia major	Higher Epidendroideae	Diurideae	Glossodia	Terrestrial	SRR26799544	leaf	Australia	SRA
Partitiviridae	Deltapartitivirus			GoodDPV1	GoodDPV1	new_species	Goodyera fumata	Higher Epidendroideae	Cranichideae	Goodyera	Terrestrial	SRR1867375	leaf	Taiwan	SRA
Benyviridae	Benyivirus-like	gymnadenia rhellicani associated beny-like virus	not_found	GraBLV1	GraBLV1	new_species	Gymnadenia rhellicani	Higher Epidendroideae	Orchideae	Gymnadenia	Terrestial	SRR8175675	flower	Italy	SRA
Virgaviridae	Hordeivirus	Gymnadenia_rhellicani associated hordeivirus	not_found	GraHV1	GraHV1	new_species	Gymnadenia rhellicani	Higher Epidendroideae	Orchideae	Gymnadenia	Terrestial	SRR8175633	flower	Switzerland	SRA
Amalgaviridae	Amalgavirus	Gymnadenia rhellicani amalgavirus 1	Gymnadenia rhellicani amalgavirus 1	GrAV1	GrAV1	known_virus	Gymnadenia rhellicani	Higher Epidendroideae	Orchideae	Gymnadenia	Terrestial	BK062291	not_found	not_found	NCBI
Amalgaviridae	Amalgavirus	Gymnadenia amalgavirus 1	Gymnadenia amalgavirus 1	GyAV1	GyAV1	known_virus	Gymnadenia rhellicani	Higher Epidendroideae	Orchideae	Gymnadenia	Terrestial	MZ042632	not_found	Italy	NCBI
Amalgaviridae	Amalgavirus	Gymnadenia amalgavirus 1	Gymnadenia amalgavirus 1	GyAV1	GyAV1	known_virus	Gymnadenia conopsea	Higher Epidendroideae	Orchideae	Gymnadenia	Terrestial	OK422865	not_found	Switzerland	NCBI
Amalgaviridae	Amalgavirus	Gymnadenia amalgavirus 2	Gymnadenia amalgavirus 2	GyAV2	GyAV2	known_virus	Gymnadenia rhellicani	Higher Epidendroideae	Orchideae	Gymnadenia	Terrestial	MZ042631	not_found	Italy	NCBI
Rhabdoviridae	Cytorhabdovirus	Gymnadenia densiflora virus 1	Cytorhabdovirus orchidaceae	GymDenV1	GymDenV1	known_virus	Gymnadenia x densiflora	Higher Epidendroideae	Orchideae	Gymnadenia	Terrestial	NC_076978	not_found	not_found	NCBI
Rhabdoviridae	Cytorhabdovirus	Gymnadenia x densiflora virus 1	Cytorhabdovirus orchidaceae	GymDenV1	GymDenV1	known_virus	Gymnadenia x densiflora	Higher Epidendroideae	Orchideae	Gymnadenia	Terrestial	BK014305	not_found	not_found	NCBI
Rhabdoviridae	Cytorhabdovirus	Gymnadenia densiflora virus 1	Cytorhabdovirus orchidaceae	GymDV1	GymDenV1	known_virus	Gymnadenia x densiflora	Higher Epidendroideae	Orchideae	Gymnadenia	Terrestial	SRR8175725	flower	Switzerland	SRA
Partitiviridae	Deltapartitivirus			GymnDPV1	GymnDPV1	new_species	Gymnadenia rhellicani	Higher Epidendroideae	Orchideae	Gymnadenia	Terrestial	SRR8175673	flower	Switzerland	SRA
Partitiviridae	Deltapartitivirus			GymnDPV2	GymnDPV2	new_species	Gymnadenia x densiflora	Higher Epidendroideae	Orchideae	Gymnadenia	Terrestial	SRR8175718	flower	Switzerland	SRA
Partitiviridae	Deltapartitivirus			GymnDPV2	GymnDPV2	new_species	Gymnadenia x densiflora	Higher Epidendroideae	Orchideae	Gymnadenia	Terrestial	SRR8175725	flower	Switzerland	SRA
Partitiviridae	Deltapartitivirus			GymnDPV3	GymnDPV3	new_species	Gymnadenia orchidis	Higher Epidendroideae	Orchideae	Gymnadenia	not_found	SRR22671435	leaf	China	SRA
Partitiviridae	Deltapartitivirus			GymnDPV4	GymnDPV4	new_species	Gymnadenia x densiflora	Higher Epidendroideae	Orchideae	Gymnadenia	Terrestial	SRR8175725	flower	Switzerland	SRA
Partitiviridae	Deltapartitivirus			GymnDPV5	GymnDPV5	new_species	Gymnadenia rhellicani	Higher Epidendroideae	Orchideae	Gymnadenia	Terrestial	SRR8175671	flower	Italy	SRA
Partitiviridae	Deltapartitivirus			GymnDPV5	GymnDPV5	new_species	Gymnadenia rhellicani	Higher Epidendroideae	Orchideae	Gymnadenia	Terrestial	SRR8175673	flower	Switzerland	SRA
Partitiviridae	Deltapartitivirus			GymnDPV5	GymnDPV5	new_species	Gymnadenia rhellicani	Higher Epidendroideae	Orchideae	Gymnadenia	Terrestial	SRR8175719	flower	Switzerland	SRA
Partitiviridae	Deltapartitivirus			GymnDPV6	GymnDPV6	new_species	Gymnadenia orchidis	Higher Epidendroideae	Orchideae	Gymnadenia	not_found	SRR22671435	leaf	China	SRA
Partitiviridae	Deltapartitivirus			GymnDPV7	GymnDPV7	new_species	Gymnadenia rhellicani	Higher Epidendroideae	Orchideae	Gymnadenia	Terrestial	SRR8175671	flower	Italy	SRA
Partitiviridae	Deltapartitivirus			GymnDPV7	GymnDPV7	new_species	Gymnadenia rhellicani	Higher Epidendroideae	Orchideae	Gymnadenia	Terrestial	SRR8175673	flower	Switzerland	SRA
Partitiviridae	Deltapartitivirus			GymnDPV7	GymnDPV7	new_species	Gymnadenia rhellicani	Higher Epidendroideae	Orchideae	Gymnadenia	Terrestial	SRR8175674	flower	Switzerland	SRA
Partitiviridae	Deltapartitivirus			GymnDPV7	GymnDPV7	new_species	Gymnadenia rhellicani	Higher Epidendroideae	Orchideae	Gymnadenia	Terrestial	SRR8175675	flower	Italy	SRA
Partitiviridae	Deltapartitivirus			HabDPV1	HabDPV1	new_species	Habenaria delavayi	Higher Epidendroideae	Orchideae	Habenaria	Terrestial	SRR5722143	leaf	China	SRA
Partitiviridae	Deltapartitivirus			HabDPV2	HabDPV2	new_species	Habenaria pantlingiana	Higher Epidendroideae	Orchideae	Habenaria	Terrestial	SRR1867575	leaf	Taiwan	SRA
Potyviridae	Potyvirus	Habenaria mosaic virus	Potyvirus habenariae	HaMV	HaMV	known_virus	Habenaria radiata	Higher Epidendroideae	Orchideae	Habenaria	Terrestial	AB818538	not_found	Japan	NCBI
Potyviridae	Potyvirus	Habenaria mosaic virus	Potyvirus habenariae	HaMV	HaMV	known_virus	Habenaria radiata	Higher Epidendroideae	Orchideae	Habenaria	Terrestial	NC_021786	not_found	Japan	NCBI
Endornaviridae	Alphaendornavirus	Habenaria_delavayi-associated alphendornavirus 1	not_found	HdEDV1	HdEDV1	new_species	Habenaria delavayi	Higher Epidendroideae	Orchideae	Habenaria	Terrestial	SRR5722143	leaf	China	SRA
Secoviridae	Nepovirus	Habenaria delavayi nepovirus	Habenaria delavayi nepovirus	HdNV	HdNV	known_virus	Habenaria delavayi	Higher Epidendroideae	Orchideae	Habenaria	Terrestial	BK065082	not_found	not_found	NCBI
Secoviridae	Nepovirus	Habenaria delavayi nepovirus	Habenaria delavayi nepovirus	HdNV	HdNV	known_virus	Habenaria delavayi	Higher Epidendroideae	Orchideae	Habenaria	Terrestial	BK065083	not_found	not_found	NCBI
Partitiviridae	Deltapartitivirus			HemDPV1	HemDPV1	new_species	Hemipilia forrestii	Higher Epidendroideae	Orchideae	Hemipilia	Terrestial	SRR5722142	flower	China	SRA
Partitiviridae	Deltapartitivirus			HemDPV2	HemDPV2	new_species	Hemipilia forrestii	Higher Epidendroideae	Orchideae	Hemipilia	Terrestial	SRR5722142	flower	China	SRA
Partitiviridae	Deltapartitivirus			HemDPV4	HemDPV4	new_species	Hemipilia forrestii	Higher Epidendroideae	Orchideae	Hemipilia	Terrestial	SRR5722142	flower	China	SRA
Partitiviridae	Deltapartitivirus			HemDPV5	HemDPV5	new_species	Hemipilia forrestii	Higher Epidendroideae	Orchideae	Hemipilia	Terrestial	SRR5722142	flower	China	SRA
Partitiviridae	Deltapartitivirus			HemDPV6	HemDPV6	new_species	Hemipilia forrestii	Higher Epidendroideae	Orchideae	Hemipilia	Terrestial	SRR5722142	flower	China	SRA
Benyviridae	Benyivirus-like	hemipilia forrestii associated beny-like virus	not_found	HfaBLV1	HfaBLV1	new_species	Hemipilia forrestii	Higher Epidendroideae	Orchideae	Hemipilia	Terrestial	SRR5722142	flower	China	SRA
Tospoviridae	Orthotospovirus	Impatiens necrotic spot virus	Orthotospovirus impatiensnecromaculae	INSV	INSV	known_virus	Dendrobium sp	Higher Epidendroideae	Podochileae	Dendrobium	Epiphyte	FN400773	not_found	China	NCBI
Tospoviridae	Orthotospovirus	Impatiens necrotic spot virus	Orthotospovirus impatiensnecromaculae	INSV	INSV	known_virus	Dendrobium sp	Higher Epidendroideae	Podochileae	Dendrobium	Epiphyte	FN400774	not_found	China	NCBI
Tospoviridae	Orthotospovirus	Impatiens necrotic spot virus	Orthotospovirus impatiensnecromaculae	INSV	INSV	known_virus	Dendrobium sp	Higher Epidendroideae	Podochileae	Dendrobium	Epiphyte	GU289905	not_found	China	NCBI
Tospoviridae	Orthotospovirus	Impatiens necrotic spot virus	Orthotospovirus impatiensnecromaculae	INSV	INSV	known_virus	Orchidaceae	Higher Epidendroideae	not_found	not_found	not_found	KF926828	not_found	USA	NCBI
Tospoviridae	Orthotospovirus	Impatiens necrotic spot virus	Orthotospovirus impatiensnecromaculae	INSV	INSV	known_virus	Oncidium sp	Higher Epidendroideae	Cymbidieae	Oncidium	Epiphyte	EU683751	not_found	China	NCBI
Tospoviridae	Orthotospovirus	Impatiens necrotic spot virus	Orthotospovirus impatiensnecromaculae	INSV	INSV	known_virus	Oncidium sp	Higher Epidendroideae	Cymbidieae	Oncidium	Epiphyte	FN400772	not_found	China	NCBI
Tospoviridae	Orthotospovirus	Impatiens necrotic spot virus	Orthotospovirus impatiensnecromaculae	INSV	INSV	known_virus	Phalaenopsis amabilis	Higher Epidendroideae	Vandeae	Phalaenopsis	Epiphyte	GQ336989	not_found	China	NCBI
Tospoviridae	Orthotospovirus	Impatiens necrotic spot virus	Orthotospovirus impatiensnecromaculae	INSV	INSV	known_virus	Phalaenopsis amabilis	Higher Epidendroideae	Vandeae	Phalaenopsis	Epiphyte	GQ336990	not_found	China	NCBI
Tospoviridae	Orthotospovirus	Impatiens necrotic spot virus	Orthotospovirus impatiensnecromaculae	INSV	INSV	known_virus	Phalaenopsis amabilis	Higher Epidendroideae	Vandeae	Phalaenopsis	Epiphyte	GQ336991	not_found	China	NCBI
Tospoviridae	Orthotospovirus	Impatiens necrotic spot virus	Orthotospovirus impatiensnecromaculae	INSV	INSV	known_virus	Phalaenopsis pulcherrima	Higher Epidendroideae	Vandeae	Phalaenopsis	Epiphyte	GU289904	not_found	China	NCBI
Tospoviridae	Orthotospovirus	Orthotospovirus impatiensnecromaculae	Orthotospovirus impatiensnecromaculae	INSV	INSV	known_virus	Orchidaceae	Higher Epidendroideae	not_found	not_found	not_found	MH673623	not_found	Costa Rica	NCBI
Tospoviridae	Orthotospovirus	Orthotospovirus impatiensnecromaculae	Orthotospovirus impatiensnecromaculae	INSV	INSV	known_virus	Orchidaceae	Higher Epidendroideae	not_found	not_found	not_found	MH673641	not_found	Costa Rica	NCBI
Tospoviridae	Orthotospovirus	Orthotospovirus impatiensnecromaculae	Orthotospovirus impatiensnecromaculae	INSV	INSV	known_virus	Orchidaceae	Higher Epidendroideae	not_found	not_found	not_found	MH687989	not_found	Costa Rica	NCBI
Potyviridae	Potyvirus	Lily mottle virus	Potyvirus lilimaculae	LMoV	LMoV	known_virus	Dendrobium officinale	Higher Epidendroideae	Podochileae	Dendrobium	Epiphyte	SRR13124374	leaf	China	SRA
Potyviridae	Potyvirus	Lily mottle virus	Potyvirus lilimaculae	LMoV	LMoV	known_virus	Dendrobium officinale	Higher Epidendroideae	Podochileae	Dendrobium	Epiphyte	SRR13124375	root	China	SRA
Potyviridae	Potyvirus	Lily mottle virus	Potyvirus lilimaculae	LMoV	LMoV	known_virus	Dendrobium officinale	Higher Epidendroideae	Podochileae	Dendrobium	Epiphyte	SRR13124376	root	China	SRA
Potyviridae	Potyvirus	Lily mottle virus	Potyvirus lilimaculae	LMoV	LMoV	known_virus	Dendrobium officinale	Higher Epidendroideae	Podochileae	Dendrobium	Epiphyte	SRR13124381	flower	China	SRA
Potyviridae	Potyvirus	Lily mottle virus	Potyvirus lilimaculae	LMoV	LMoV	known_virus	Dendrobium officinale	Higher Epidendroideae	Podochileae	Dendrobium	Epiphyte	SRR13124384	flower	China	SRA
Potyviridae	Potyvirus	Lily mottle virus	Potyvirus lilimaculae	LMoV	LMoV	known_virus	Dendrobium officinale	Higher Epidendroideae	Podochileae	Dendrobium	Epiphyte	SRR13124385	flower	China	SRA
Potyviridae	Potyvirus	Lily mottle virus	Potyvirus lilimaculae	LMoV	LMoV	known_virus	Dendrobium officinale	Higher Epidendroideae	Podochileae	Dendrobium	Epiphyte	SRR15836373	stem	China	SRA
Caulimoviridae	Badnavirus	Mexipedium_xerophyticum associated badnavirus 1	not_found	MaBV1	MaBV1	new_species	Mexipedium xerophyticum	Higher Epidendroideae	Mexipedieae	Mexipedium	Epiphyte	SRR6127592	leaf	USA	SRA
Betaflexiviridae	Carlavirus	Nerine latent virus	Carlavirus latensnerinis	NeLV	NeLV	known_virus	Phalaenopsis pulcherrima	Higher Epidendroideae	Vandeae	Phalaenopsis	Epiphyte	LC790456	not_found	South_Korea	NCBI
Partitiviridae	Deltapartitivirus			NeotDPV1	NeotDPV1	new_species	Neottia nidus-avis	Higher Epidendroideae	Neottieae	Neottia	Terrestial	SRR11805799	root	Poland	SRA
Partitiviridae	Deltapartitivirus			NeotDPV1	NeotDPV1	new_species	Neottia nidus-avis	Higher Epidendroideae	Neottieae	Neottia	Terrestial	SRR11805803	stem	Poland	SRA
Partitiviridae	Deltapartitivirus			NeotDPV1	NeotDPV1	new_species	Neottia nidus-avis	Higher Epidendroideae	Neottieae	Neottia	Terrestial	SRR11805804	stem	Poland	SRA
Partitiviridae	Deltapartitivirus			NeotDPV1	NeotDPV1	new_species	Neottia nidus-avis	Higher Epidendroideae	Neottieae	Neottia	Terrestial	SRR11805805	flower	Poland	SRA
Partitiviridae	Deltapartitivirus			NeotDPV1	NeotDPV1	new_species	Neottia nidus-avis	Higher Epidendroideae	Neottieae	Neottia	Terrestial	SRR11805806	flower	Poland	SRA
Benyviridae	Benyivirus-like	ophrys fusca associated beny-like virus	not_found	OfaBLV1	OfaBLV1	new_species	Ophrys fusca subsp. iricolor	Higher Epidendroideae	Orchideae	Ophrys	Terrestial	SRR10189295	flower	Greece	SRA
Benyviridae	Benyivirus-like	ophrys fusca associated beny-like virus	not_found	OfaBLV1	OfaBLV1	new_species	Ophrys fusca subsp. iricolor	Higher Epidendroideae	Orchideae	Ophrys	Terrestial	SRR10189348	flower	Greece	SRA
Amalagaviridae	Amalgavirus	Ophrys fusca amalgavirus 1	not_found	OfAVa1	OfAV1	known_virus	Ophrys iricolor	Higher Epidendroideae	Orchideae	Ophrys	Terrestial	SRR10189347	flower	Greece	SRA
Amalgaviridae	Amalgavirus	Ophrys fusca amalgavirus 1	not_found	OfAVa1	OfAV1	known_virus	Ophrys fusca subsp. iricolor	Higher Epidendroideae	Orchideae	Ophrys	Terrestial	BK062301	not_found	not_found	NCBI
Rhabdoviridae	Dichorhavirus	Dichorhavirus orchidaceae	Dichorhavirus orchidaceae	OFV	OFV	known_virus	Calanthe triplicata	Higher Epidendroideae	Arethuseae	Calanthe	Terrestrial	LC222636	not_found	Japan	NCBI
Rhabdoviridae	Dichorhavirus	Dichorhavirus orchidaceae	Dichorhavirus orchidaceae	OFV	OFV	known_virus	Calanthe sp	Higher Epidendroideae	Arethuseae	Calanthe	Terrestrial	LC222637	not_found	Japan	NCBI
Rhabdoviridae	Dichorhavirus	Dichorhavirus orchidaceae	Dichorhavirus orchidaceae	OFV	OFV	known_virus	Calanthe sp	Higher Epidendroideae	Arethuseae	Calanthe	Terrestrial	LC222638	not_found	Japan	NCBI
Rhabdoviridae	Dichorhavirus	Dichorhavirus orchidaceae	Dichorhavirus orchidaceae	OFV	OFV	known_virus	Cymbidium sp	Higher Epidendroideae	Cymbidieae	Cymbidium	Epiphytic, Lithophytic, Terrestrial	KF246571	not_found	China	NCBI
Rhabdoviridae	Dichorhavirus	Dichorhavirus orchidaceae	Dichorhavirus orchidaceae	OFV	OFV	known_virus	Cymbidium sp	Higher Epidendroideae	Cymbidieae	Cymbidium	Epiphytic, Lithophytic, Terrestrial	KT947974	not_found	Australia	NCBI
Rhabdoviridae	Dichorhavirus	Dichorhavirus orchidaceae	Dichorhavirus orchidaceae	OFV	OFV	known_virus	Cymbidium sp	Higher Epidendroideae	Cymbidieae	Cymbidium	Epiphytic, Lithophytic, Terrestrial	LC222629	not_found	Japan	NCBI
Rhabdoviridae	Dichorhavirus	Dichorhavirus orchidaceae	Dichorhavirus orchidaceae	OFV	OFV	known_virus	Cymbidium sp	Higher Epidendroideae	Cymbidieae	Cymbidium	Epiphytic, Lithophytic, Terrestrial	LC222630	not_found	Japan	NCBI
Rhabdoviridae	Dichorhavirus	Dichorhavirus orchidaceae	Dichorhavirus orchidaceae	OFV	OFV	known_virus	Cymbidium sp	Higher Epidendroideae	Cymbidieae	Cymbidium	Epiphytic, Lithophytic, Terrestrial	LC222631	not_found	Japan	NCBI
