virus_family	virus_genus	virus_name	virus_species	virus_acronym	virus_acronym_update	new_virus	host_species	host_subfamily	host_tribu	host_genus	life_form	dataset	tissue	country	source
Betaflexiviridae	Capillovirus-like(confirmar)	Cypripedium_forrestii capillovirus-like 1	not_found	CfCVL1	CfCVL1	new_species	Cypripedium forrestii	Higher Epidendroideae	Cypripedieae	Cypripedium	Terrestial	SRR26456914	leaf	China	SRA
Betaflexiviridae	Capillovirus-like(confirmar)	Cypripedium_forrestii capillovirus-like 1	not_found	CfCVL1	CfCVL1	new_species	Cypripedium forrestii	Higher Epidendroideae	Cypripedieae	Cypripedium	Terrestial	SRR26456915	leaf	China	SRA
Betaflexiviridae	Capillovirus-like(confirmar)	Cypripedium_forrestii capillovirus-like 1	not_found	CfCVL1	CfCVL1	new_species	Cypripedium forrestii	Higher Epidendroideae	Cypripedieae	Cypripedium	Terrestial	SRR26456920	leaf	China	SRA
Betaflexiviridae	Capillovirus-like(confirmar)	Cypripedium_forrestii capillovirus-like 1	not_found	CfCVL1	CfCVL1	new_species	Cypripedium forrestii	Higher Epidendroideae	Cypripedieae	Cypripedium	Terrestial	SRR26456922	leaf	China	SRA
Betaflexiviridae	Capillovirus-like(confirmar)	Cypripedium_forrestii capillovirus-like 1	not_found	CfCVL1	CfCVL1	new_species	Cypripedium forrestii	Higher Epidendroideae	Cypripedieae	Cypripedium	Terrestial	SRR26456926	leaf	China	SRA
Betaflexiviridae	Capillovirus-like(confirmar)	Cypripedium_forrestii capillovirus-like 1	not_found	CfCVL1	CfCVL1	new_species	Cypripedium forrestii	Higher Epidendroideae	Cypripedieae	Cypripedium	Terrestial	SRR26456931	leaf	China	SRA
Betaflexiviridae	Capillovirus-like(confirmar)	Cypripedium_forrestii capillovirus-like 1	not_found	CfCVL1	CfCVL1	new_species	Cypripedium forrestii	Higher Epidendroideae	Cypripedieae	Cypripedium	Terrestial	SRR26456932	leaf	China	SRA
Betaflexiviridae	Capillovirus-like(confirmar)	Cypripedium_forrestii capillovirus-like 1	not_found	CfCVL1	CfCVL1	new_species	Cypripedium forrestii	Higher Epidendroideae	Cypripedieae	Cypripedium	Terrestial	SRR26456933	leaf	China	SRA
Betaflexiviridae	Capillovirus-like(confirmar)	Cypripedium_forrestii capillovirus-like 1	not_found	CfCVL1	CfCVL1	new_species	Cypripedium forrestii	Higher Epidendroideae	Cypripedieae	Cypripedium	Terrestial	SRR26456940	leaf	China	SRA
Betaflexiviridae	Capillovirus-like(confirmar)	Cypripedium_forrestii capillovirus-like 1	not_found	CfCVL1	CfCVL1	new_species	Cypripedium forrestii	Higher Epidendroideae	Cypripedieae	Cypripedium	Terrestial	SRR26456943	leaf	China	SRA
Betaflexiviridae	Capillovirus-like(confirmar)	Cypripedium_forrestii capillovirus-like 1	not_found	CfCVL1	CfCVL1	new_species	Cypripedium forrestii	Higher Epidendroideae	Cypripedieae	Cypripedium	Terrestial	SRR26456945	leaf	China	SRA
Secoviridae	Stralarivirus	Cymbidium_goeringii stralavirus	not_found	CgSLV	CgSLV	new_species	Cymbidium goeringii	Higher Epidendroideae	Cymbidieae	Cymbidium	Epiphyte	SRR10829551	bud	South_Korea	SRA
Endornaviridae	Alphaendornavirus	Caladenia_actensis alphendornavirus 1	not_found	cLaAEDV1	cLaAEDV1	new_species	Limodorum abortivum	Higher Epidendroideae	Neottieae	Limodorum	Terrestial	SRR12850913	root	nd	SRA
Endornaviridae	Alphaendornavirus	Caladenia_actensis-associated alphendornavirus 1	not_found	cLaAEDV1	cLaAEDV1	new_species	Limodorum abortivum	Higher Epidendroideae	Neottieae	Limodorum	Terrestial	SRR12850912	root	nd	SRA
Betaflexiviridae	Citrivirus-like	Cypripedium lichiangense associated betaflexivirus	not_found	ClaBV	ClaBV	new_species	Cypripedium lichiangense	Higher Epidendroideae	Cypripedieae	Cypripedium	Terrestial	SRR26456953	leaf	China	SRA
Potyviridae	Potyvirus	Clover yellow vein virus	Potyvirus trifolii	ClYVV	ClYVV	known_virus	Dactylorhiza majalis	Higher Epidendroideae	Orchideae	Dactylorhiza	Terrestial	AF185959	not_found	Germany	NCBI
Potyviridae	Potyvirus	Clover yellow vein virus	Potyvirus trifolii	ClYVV	ClYVV	known_virus	Dendrobium sp	Higher Epidendroideae	Podochileae	Dendrobium	Epiphyte	LC506604	not_found	South_Korea	NCBI
Bromoviridae	Cucumovirus	Cucumber mosaic virus	Cucumovirus CMV	CMV	CMV	known_virus	Calanthe discolor	Higher Epidendroideae	Arethuseae	Calanthe	Terrestrial	AB479214	not_found	Japan	NCBI
Bromoviridae	Cucumovirus	Cucumber mosaic virus	Cucumovirus CMV	CMV	CMV	known_virus	Cymbidium goeringii	Higher Epidendroideae	Cymbidieae	Cymbidium	Epiphyte	MG200267	not_found	South_Korea	NCBI
Bromoviridae	Cucumovirus	Cucumber mosaic virus	Cucumovirus CMV	CMV	CMV	known_virus	Cymbidium goeringii	Higher Epidendroideae	Cymbidieae	Cymbidium	Epiphyte	MG200268	not_found	South_Korea	NCBI
Bromoviridae	Cucumovirus	Cucumber mosaic virus	Cucumovirus CMV	CMV	CMV	known_virus	Cymbidium goeringii	Higher Epidendroideae	Cymbidieae	Cymbidium	Epiphyte	MG200269	not_found	South_Korea	NCBI
Bromoviridae	Cucumovirus	Cucumber mosaic virus	Cucumovirus CMV	CMV	CMV	known_virus	Cymbidium goeringii	Higher Epidendroideae	Cymbidieae	Cymbidium	Epiphyte	MG200270	not_found	South_Korea	NCBI
Bromoviridae	Cucumovirus	Cucumber mosaic virus	Cucumovirus CMV	CMV	CMV	known_virus	Cymbidium goeringii	Higher Epidendroideae	Cymbidieae	Cymbidium	Epiphyte	MG200271	not_found	South_Korea	NCBI
Bromoviridae	Cucumovirus	Cucumber mosaic virus	Cucumovirus CMV	CMV	CMV	known_virus	Cymbidium goeringii	Higher Epidendroideae	Cymbidieae	Cymbidium	Epiphyte	MG200272	not_found	South_Korea	NCBI
Bromoviridae	Cucumovirus	Cucumber mosaic virus	Cucumovirus CMV	CMV	CMV	known_virus	Cymbidium goeringii	Higher Epidendroideae	Cymbidieae	Cymbidium	Epiphyte	MG200273	not_found	South_Korea	NCBI
Bromoviridae	Cucumovirus	Cucumber mosaic virus	Cucumovirus CMV	CMV	CMV	known_virus	Cymbidium goeringii	Higher Epidendroideae	Cymbidieae	Cymbidium	Epiphyte	MG200274	not_found	South_Korea	NCBI
Bromoviridae	Cucumovirus	Cucumber mosaic virus	Cucumovirus CMV	CMV	CMV	known_virus	Cymbidium sp	Higher Epidendroideae	Cymbidieae	Cymbidium	Epiphytic, Lithophytic, Terrestrial	KM434204	not_found	Australia	NCBI
Bromoviridae	Cucumovirus	Cucumber mosaic virus	Cucumovirus CMV	CMV	CMV	known_virus	Cymbidium sp	Higher Epidendroideae	Cymbidieae	Cymbidium	Epiphytic, Lithophytic, Terrestrial	KM434205	not_found	Australia	NCBI
Bromoviridae	Cucumovirus	Cucumber mosaic virus	Cucumovirus CMV	CMV	CMV	known_virus	Cymbidium sp	Higher Epidendroideae	Cymbidieae	Cymbidium	Epiphytic, Lithophytic, Terrestrial	KM434206	not_found	Australia	NCBI
Bromoviridae	Cucumovirus	Cucumber mosaic virus	Cucumovirus CMV	CMV	CMV	known_virus	Cymbidium sinense	Higher Epidendroideae	Cymbidieae	Cymbidium	Terrestial	SRR15194896	various	China	SRA
Bromoviridae	Cucumovirus	Cucumber mosaic virus	Cucumovirus CMV	CMV	CMV	known_virus	Dendrobium moniliforme	Higher Epidendroideae	Podochileae	Dendrobium	Epiphyte or Lithophyte	SRR16643616	stem	China	SRA
Bromoviridae	Cucumovirus	Cucumber mosaic virus	Cucumovirus CMV	CMV	CMV	known_virus	Vanilla planifolia	Vanilloideae	Vanilleae	Vanilla	Climbing_vine	AY754359	not_found	India	NCBI
Bromoviridae	Cucumovirus	Cucumber mosaic virus	Cucumovirus CMV	CMV	CMV	known_virus	Vanilla x tahitensis	Vanilloideae	Vanilleae	Vanilla	Climbing_vine	AY861390	not_found	French Polynesia	NCBI
Bromoviridae	Cucumovirus	Cucumber mosaic virus	Cucumovirus CMV	CMV	CMV	known_virus	Vanilla x tahitensis	Vanilloideae	Vanilleae	Vanilla	Climbing_vine	AY861391	not_found	French Polynesia	NCBI
Bromoviridae	Cucumovirus	Cucumber mosaic virus	Cucumovirus CMV	CMV	CMV	known_virus	Vanilla x tahitensis	Vanilloideae	Vanilleae	Vanilla	Climbing_vine	AY861392	not_found	French Polynesia	NCBI
Bromoviridae	Cucumovirus	Cucumber mosaic virus	Cucumovirus CMV	CMV	CMV	known_virus	Vanilla x tahitensis	Vanilloideae	Vanilleae	Vanilla	Climbing_vine	AY861393	not_found	French Polynesia	NCBI
Bromoviridae	Cucumovirus	Cucumber mosaic virus	Cucumovirus CMV	CMV	CMV	known_virus	Vanilla x tahitensis	Vanilloideae	Vanilleae	Vanilla	Climbing_vine	AY861394	not_found	French Polynesia	NCBI
Bromoviridae	Cucumovirus	Cucumber mosaic virus	Cucumovirus CMV	CMV	CMV	known_virus	Vanilla x tahitensis	Vanilloideae	Vanilleae	Vanilla	Climbing_vine	AY861395	not_found	French Polynesia	NCBI
Bromoviridae	Cucumovirus	Cucumber mosaic virus	Cucumovirus CMV	CMV	CMV	known_virus	Vanilla x tahitensis	Vanilloideae	Vanilleae	Vanilla	Climbing_vine	AY861396	not_found	French Polynesia	NCBI
Bromoviridae	Cucumovirus	Cucumber mosaic virus	Cucumovirus CMV	CMV	CMV	known_virus	Vanilla x tahitensis	Vanilloideae	Vanilleae	Vanilla	Climbing_vine	AY861397	not_found	French Polynesia	NCBI
Bromoviridae	Cucumovirus	Cucumber mosaic virus	Cucumovirus CMV	CMV	CMV	known_virus	Vanilla x tahitensis	Vanilloideae	Vanilleae	Vanilla	Climbing_vine	AY861398	not_found	French Polynesia	NCBI
Bromoviridae	Cucumovirus	Cucumber mosaic virus	Cucumovirus CMV	CMV	CMV	known_virus	Vanilla x tahitensis	Vanilloideae	Vanilleae	Vanilla	Climbing_vine	AY861399	not_found	French Polynesia	NCBI
Bromoviridae	Cucumovirus	Cucumber mosaic virus	Cucumovirus CMV	CMV	CMV	known_virus	Vanilla x tahitensis	Vanilloideae	Vanilleae	Vanilla	Climbing_vine	AY861400	not_found	French Polynesia	NCBI
Bromoviridae	Cucumovirus	Cucumber mosaic virus	Cucumovirus CMV	CMV	CMV	known_virus	Vanilla x tahitensis	Vanilloideae	Vanilleae	Vanilla	Climbing_vine	AY861401	not_found	French Polynesia	NCBI
Bromoviridae	Cucumovirus	Cucumber mosaic virus	Cucumovirus CMV	CMV	CMV	known_virus	Vanilla x tahitensis	Vanilloideae	Vanilleae	Vanilla	Climbing_vine	AY861402	not_found	French Polynesia	NCBI
Bromoviridae	Cucumovirus	Cucumber mosaic virus	Cucumovirus CMV	CMV	CMV	known_virus	Vanilla x tahitensis	Vanilloideae	Vanilleae	Vanilla	Climbing_vine	AY861403	not_found	French Polynesia	NCBI
Bromoviridae	Cucumovirus	Cucumber mosaic virus	Cucumovirus CMV	CMV	CMV	known_virus	Vanilla x tahitensis	Vanilloideae	Vanilleae	Vanilla	Climbing_vine	AY861404	not_found	French Polynesia	NCBI
Bromoviridae	Cucumovirus	Cucumber mosaic virus	Cucumovirus CMV	CMV	CMV	known_virus	Vanilla x tahitensis	Vanilloideae	Vanilleae	Vanilla	Climbing_vine	AY861405	not_found	French Polynesia	NCBI
Bromoviridae	Cucumovirus	Cucumber mosaic virus	Cucumovirus CMV	CMV	CMV	known_virus	Vanilla x tahitensis	Vanilloideae	Vanilleae	Vanilla	Climbing_vine	AY861406	not_found	French Polynesia	NCBI
Bromoviridae	Cucumovirus	Cucumber mosaic virus	Cucumovirus CMV	CMV	CMV	known_virus	Vanilla x tahitensis	Vanilloideae	Vanilleae	Vanilla	Climbing_vine	AY861407	not_found	French Polynesia	NCBI
Bromoviridae	Cucumovirus	Cucumber mosaic virus	Cucumovirus CMV	CMV	CMV	known_virus	Vanilla x tahitensis	Vanilloideae	Vanilleae	Vanilla	Climbing_vine	AY861408	not_found	French Polynesia	NCBI
Bromoviridae	Cucumovirus	Cucumber mosaic virus	Cucumovirus CMV	CMV	CMV	known_virus	Vanilla x tahitensis	Vanilloideae	Vanilleae	Vanilla	Climbing_vine	AY861409	not_found	French Polynesia	NCBI
Bromoviridae	Cucumovirus	Cucumber mosaic virus	Cucumovirus CMV	CMV	CMV	known_virus	Vanilla planifolia	Vanilloideae	Vanilleae	Vanilla	Climbing_vine	AY861410	not_found	Reunion	NCBI
Bromoviridae	Cucumovirus	Cucumber mosaic virus	Cucumovirus CMV	CMV	CMV	known_virus	Vanilla planifolia	Vanilloideae	Vanilleae	Vanilla	Climbing_vine	AY861411	not_found	Reunion	NCBI
Bromoviridae	Cucumovirus	Cucumber mosaic virus	Cucumovirus CMV	CMV	CMV	known_virus	Vanilla planifolia	Vanilloideae	Vanilleae	Vanilla	Climbing_vine	AY861412	not_found	Reunion	NCBI
Bromoviridae	Cucumovirus	Cucumber mosaic virus	Cucumovirus CMV	CMV	CMV	known_virus	Vanilla planifolia	Vanilloideae	Vanilleae	Vanilla	Climbing_vine	AY861413	not_found	Reunion	NCBI
Bromoviridae	Cucumovirus	Cucumber mosaic virus	Cucumovirus CMV	CMV	CMV	known_virus	Vanilla planifolia	Vanilloideae	Vanilleae	Vanilla	Climbing_vine	AY861414	not_found	Reunion	NCBI
Bromoviridae	Cucumovirus	Cucumber mosaic virus	Cucumovirus CMV	CMV	CMV	known_virus	Vanilla planifolia	Vanilloideae	Vanilleae	Vanilla	Climbing_vine	AY861415	not_found	Reunion	NCBI
Bromoviridae	Cucumovirus	Cucumber mosaic virus	Cucumovirus CMV	CMV	CMV	known_virus	Vanilla x tahitensis	Vanilloideae	Vanilleae	Vanilla	Climbing_vine	FN554672	not_found	French Polynesia	NCBI
Bromoviridae	Cucumovirus	Cucumber mosaic virus	Cucumovirus CMV	CMV	CMV	known_virus	Vanilla x tahitensis	Vanilloideae	Vanilleae	Vanilla	Climbing_vine	FN554676	not_found	French Polynesia	NCBI
Bromoviridae	Cucumovirus	Cucumber mosaic virus	Cucumovirus CMV	CMV	CMV	known_virus	Vanilla x tahitensis	Vanilloideae	Vanilleae	Vanilla	Climbing_vine	FN554677	not_found	French Polynesia	NCBI
Bromoviridae	Cucumovirus	Cucumber mosaic virus	Cucumovirus CMV	CMV	CMV	known_virus	Vanilla x tahitensis	Vanilloideae	Vanilleae	Vanilla	Climbing_vine	FN554681	not_found	French Polynesia	NCBI
Bromoviridae	Cucumovirus	Cucumber mosaic virus	Cucumovirus CMV	CMV	CMV	known_virus	Vanilla x tahitensis	Vanilloideae	Vanilleae	Vanilla	Climbing_vine	FN554682	not_found	French Polynesia	NCBI
Bromoviridae	Cucumovirus	Cucumber mosaic virus	Cucumovirus CMV	CMV	CMV	known_virus	Vanilla x tahitensis	Vanilloideae	Vanilleae	Vanilla	Climbing_vine	FN554685	not_found	French Polynesia	NCBI
Bromoviridae	Cucumovirus	Cucumber mosaic virus	Cucumovirus CMV	CMV	CMV	known_virus	Vanilla x tahitensis	Vanilloideae	Vanilleae	Vanilla	Climbing_vine	FN554694	not_found	French Polynesia	NCBI
Bromoviridae	Cucumovirus	Cucumber mosaic virus	Cucumovirus CMV	CMV	CMV	known_virus	Vanilla x tahitensis	Vanilloideae	Vanilleae	Vanilla	Climbing_vine	FN554696	not_found	French Polynesia	NCBI
Partitiviridae	Deltapartitivirus			CoralDPV1	CoralDPV1	new_species	Corallorhiza striata	Higher Epidendroideae	Maxillarieae	Corallorhiza	Terrestrial	SRR15368600	flower	USA	SRA
Partitiviridae	Deltapartitivirus			CorDPV2	CorDPV2	new_species	Corybas aconitiflorus	Higher Epidendroideae	Diurideae	Corybas	Terrestrial	SRR12619957	various	Australia	SRA
Partitiviridae	Deltapartitivirus			CoryDPV1	CoryDPV1	new_species	Corybas aconitiflorus	Higher Epidendroideae	Diurideae	Corybas	Terrestrial	SRR12619957	various	Australia	SRA
Geminiviridae	Mastrevirus	Chickpea redleaf virus 2	Mastrevirus rubrumsecundi	CpRLV2	CpRLV2	known_virus	Phalaenopsis equestris	Higher Epidendroideae	Vandeae	Phalaenopsis	Epiphyte	SRR22225475	leaf	China	SRA
Partitiviridae	Deltapartitivirus			CremDPV1	CremDPV1	new_species	Cremastra appendiculata	Higher Epidendroideae	Calypsoeae	Cremastra	Terrestrial	SRR15887019	seeds	China	SRA
Partitiviridae	Deltapartitivirus			CremDPV1	CremDPV1	new_species	Cremastra appendiculata	Higher Epidendroideae	Calypsoeae	Cremastra	Terrestrial	SRR7275399	pseudobulb	China	SRA
Rhabdoviridae	Cytorhabdovirus	barley yellow striate mosaic virus	Cytorhabdovirus hordei	CRVH	BYSMV	known_virus	Dendrobium officinale	Higher Epidendroideae	Podochileae	Dendrobium	Epiphyte	SRR9866323	root	China	SRA
Rhabdoviridae	Cytorhabdovirus	barley yellow striate mosaic virus	Cytorhabdovirus hordei	CRVH	BYSMV	known_virus	Dendrobium officinale	Higher Epidendroideae	Podochileae	Dendrobium	Epiphyte	SRR9866324	root	China	SRA
Partitiviridae	Deltapartitivirus			CrypDPV1	CrypDPV1	new_species	Cryptostylis leptochila	Higher Epidendroideae	Diurideae	Cryptostylis	Terrestrial	SRR12619943	various	Australia	SRA
Betaflexiviridae	Citrivirus-like	Corallorhiza striata associated betaflexivirus	not_found	CsaBV	CsaBV	new_species	Corallorhiza striata	Higher Epidendroideae	Maxillarieae	Corallorhiza	Terrestrial	SRR15368600	flower	USA	SRA
Alphaflexiviridae	Potexvirus	Cactus virus X	Potexvirus ecscacti	CVX	CVX	known_virus	Calanthe tsoongiana	Higher Epidendroideae	Arethuseae	Calanthe	Terrestrial	SRR12876607	seeds	China	SRA
Endornaviridae	Alphaendornavirus	Cymbidium-associated alphendornavirus 1	not_found	CyaAEDV1	CyaAEDV1	new_species	Cymbidium ensifolium	Higher Epidendroideae	Cymbidieae	Cymbidium	Epiphyte	SRR16349014	flower	China	SRA
Endornaviridae	Alphaendornavirus	Cymbidium-associated alphendornavirus 1	not_found	CyaAEDV1	CyaAEDV1	new_species	Cymbidium sinense	Higher Epidendroideae	Cymbidieae	Cymbidium	Terrestial	SRR15194902	various	China	SRA
Solemoviridae	Sobemovirus	Cymbidium chlorotic mosaic virus	Sobemovirus CYCMV	CyCMV	CyCMV	known_virus	Cymbidium goeringii	Higher Epidendroideae	Cymbidieae	Cymbidium	Epiphyte	LC019764	not_found	Japan	NCBI
Solemoviridae	Sobemovirus	Cymbidium chlorotic mosaic virus	Sobemovirus CYCMV	CyCMV	CyCMV	known_virus	Cymbidium goeringii	Higher Epidendroideae	Cymbidieae	Cymbidium	Epiphyte	LC019765	not_found	Japan	NCBI
Solemoviridae	Sobemovirus	Cymbidium chlorotic mosaic virus	Sobemovirus CYCMV	CyCMV	CyCMV	known_virus	Cymbidium goeringii	Higher Epidendroideae	Cymbidieae	Cymbidium	Epiphyte	LC019766	not_found	Japan	NCBI
Solemoviridae	Sobemovirus	Cymbidium chlorotic mosaic virus	Sobemovirus CYCMV	CyCMV	CyCMV	known_virus	Cymbidium goeringii	Higher Epidendroideae	Cymbidieae	Cymbidium	Epiphyte	LC019767	not_found	Japan	NCBI
Solemoviridae	Sobemovirus	Cymbidium chlorotic mosaic virus	Sobemovirus CYCMV	CyCMV	CyCMV	known_virus	Cymbidium goeringii	Higher Epidendroideae	Cymbidieae	Cymbidium	Epiphyte	LC019768	not_found	Japan	NCBI
Solemoviridae	Sobemovirus	Cymbidium chlorotic mosaic virus	Sobemovirus CYCMV	CyCMV	CyCMV	known_virus	Cymbidium goeringii	Higher Epidendroideae	Cymbidieae	Cymbidium	Epiphyte	LC653145	not_found	South_Korea	NCBI
Solemoviridae	Sobemovirus	Cymbidium chlorotic mosaic virus	Sobemovirus CYCMV	CyCMV	CyCMV	known_virus	Cymbidium goeringii	Higher Epidendroideae	Cymbidieae	Cymbidium	Epiphyte	NC_027123	not_found	Japan	NCBI
Solemoviridae	Sobemovirus	Cymbidium chlorotic mosaic virus	Sobemovirus CYCMV	CyCMV	CyCMV	known_virus	Cymbidium sp	Higher Epidendroideae	Cymbidieae	Cymbidium	Epiphytic, Lithophytic, Terrestrial	LC381945	not_found	South_Korea	NCBI
Solemoviridae	Sobemovirus	Cymbidium chlorotic mosaic virus	Sobemovirus CYCMV	CyCMV	CyCMV	known_virus	Cymbidium sp	Higher Epidendroideae	Cymbidieae	Cymbidium	Epiphytic, Lithophytic, Terrestrial	OP629812	not_found	China	NCBI
Solemoviridae	Sobemovirus	Cymbidium chlorotic mosaic virus	Sobemovirus CYCMV	CyCMV	CyCMV	known_virus	Cymbidium kanran	Higher Epidendroideae	Cymbidieae	Cymbidium	Lithophytes	ON152671	not_found	China	NCBI
Solemoviridae	Sobemovirus	Cymbidium chlorotic mosaic virus	Sobemovirus CYCMV	CyCMV	CyCMV	known_virus	Cymbidium kanran	Higher Epidendroideae	Cymbidieae	Cymbidium	Lithophytes	ON286969	not_found	China	NCBI
Solemoviridae	Sobemovirus	Cymbidium chlorotic spot virus	Cymbidium chlorotic spot virus	CyCSV	CyCSV	known_virus	Cymbidium tortisepalum	Higher Epidendroideae	Cymbidieae	Cymbidium	Epiphyte	KR996515	not_found	China	NCBI
Partitiviridae	Deltapartitivirus			CymbDPV1	CymbDPV1	new_species	Cymbidium goeringii	Higher Epidendroideae	Cymbidieae	Cymbidium	Epiphyte	SRR10829548	stem	South_Korea	SRA
Partitiviridae	Deltapartitivirus			CymbDPV1	CymbDPV1	new_species	Cymbidium goeringii	Higher Epidendroideae	Cymbidieae	Cymbidium	Epiphyte	SRR10829550	fruit	South_Korea	SRA
Partitiviridae	Deltapartitivirus			CymbDPV1	CymbDPV1	new_species	Cymbidium goeringii	Higher Epidendroideae	Cymbidieae	Cymbidium	Epiphyte	SRR11440590	root	China	SRA
Partitiviridae	Deltapartitivirus			CymbDPV1	CymbDPV1	new_species	Cymbidium tortisepalum	Higher Epidendroideae	Cymbidieae	Cymbidium	Epiphyte	SRR12087335	leaf	China	SRA
Partitiviridae	Deltapartitivirus			CymbDPV1	CymbDPV1	new_species	Cymbidium tracyanum	Higher Epidendroideae	Cymbidieae	Cymbidium	Epiphyte or Lithophyte	SRR11442916	root	China	SRA
Partitiviridae	Deltapartitivirus			CymbDPV1	CymbDPV1	new_species	Cymbidium tracyanum	Higher Epidendroideae	Cymbidieae	Cymbidium	Epiphyte or Lithophyte	SRR11442916	root	China	SRA
Partitiviridae	Deltapartitivirus			CymbDPV1	CymbDPV1	new_species	Cymbidium tracyanum	Higher Epidendroideae	Cymbidieae	Cymbidium	Epiphyte or Lithophyte	SRR11443148	root	China	SRA
Partitiviridae	Deltapartitivirus			CymbDPV1	CymbDPV1	new_species	Cymbidium faberi	Higher Epidendroideae	Cymbidieae	Cymbidium	Geophyte	SRR8438324	flower	China	SRA
Partitiviridae	Deltapartitivirus			CymbDPV1	CymbDPV1	new_species	Cymbidium faberi	Higher Epidendroideae	Cymbidieae	Cymbidium	Geophyte	SRR8438324	flower	China	SRA
Partitiviridae	Deltapartitivirus			CymbDPV1	CymbDPV1	new_species	Cymbidium faberi	Higher Epidendroideae	Cymbidieae	Cymbidium	Geophyte	SRR8438327	flower	China	SRA
Partitiviridae	Deltapartitivirus			CymbDPV1	CymbDPV1	new_species	Cymbidium kanran	Higher Epidendroideae	Cymbidieae	Cymbidium	Lithophytes	SRR15058104	labellum	China	SRA
Partitiviridae	Deltapartitivirus			CymbDPV1	CymbDPV1	new_species	Cymbidium kanran	Higher Epidendroideae	Cymbidieae	Cymbidium	Lithophytes	SRR15058106	labellum	China	SRA
Partitiviridae	Deltapartitivirus			CymbDPV1	CymbDPV1	new_species	Cymbidium kanran	Higher Epidendroideae	Cymbidieae	Cymbidium	Lithophytes	SRR15058106	labellum	China	SRA
